OBJ_critical=	0.8	0.471
   Process      fOBJ            LF0             r0            fRa           fINP             VP            KP1            fKM            gPO           Qmax            Kba           Kdes             rE            pEP           fpEM             fD             gD             Vg          alpha             KD             Yg            kYg            Q10          gamma           beta          WPA2D            tau          wdorm        VNup_MB       KsNH4_MB       KsNO3_MB           VNif           VNit        VDenit1         fpENZN          KsNif          KsNit       KsDenit1       KsDenit2        VNup_VG       KsNH4_VG       KsNO3_VG        rNleach        bNup_VG       Qmax_NH4        Kba_NH4           Kp2u           Ku2p
   Process      fOBJ            LF0             r0            fRa           fINP             VP            KP1            fKM            gPO           Qmax            Kba           Kdes             rE            pEP           fpEM             fD             gD             Vg          alpha             KD             Yg            kYg            Q10          gamma           beta          WPA2D            tau          wdorm        VNup_MB       KsNH4_MB       KsNO3_MB           VNif           VNit        VDenit1         fpENZN          KsNif          KsNit       KsDenit1       KsDenit2        VNup_VG       KsNH4_VG       KsNO3_VG        rNleach        bNup_VG       Qmax_NH4        Kba_NH4           Kp2u           Ku2p
Process =     0; SCE Run Number =     0; Random Seed =           -343608736                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
         0 0.471         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21512815     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.472         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21700496     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.472         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.20994354     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.472         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21798367     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.473         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21953172     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.476         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.20806268     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.483         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.20509609     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.498         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.20000008     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.659         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.26003516     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.729         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.26707101     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.751         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.26900854     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.768         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.27050323     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0  1.54         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.31176419     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0  2.22         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.33338290     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0  2.48         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.34019578     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0  2.76         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.34691052     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0  3.34         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.35917274     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0  3.73         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.36653863     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0  3.80         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.36765764     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0  4.18         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.37423679     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0  4.40         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.37765677     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0  4.66         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.38163788     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0  4.71         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.38235792     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0  4.75         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.38306544     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0  4.91         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.38529035     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0  5.44         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.39261111     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.471         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21484875     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.471         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21512815     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.471         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21609858     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.472         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21061331     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.472         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21700496     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.472         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.20994354     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.472         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21798367     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.473         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.20954578     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.473         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21953172     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.475         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.22101804     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.476         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.20806268     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.481         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.22537791     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.483         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.22615039     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
         0 0.483         0.77785145     0.98664296     0.20000000     1.00000000     2.00000000    62.00000000    10.00000000     1.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.20509609     0.01000000     1.80000000     3.04855119     0.00100000     0.40000000     0.17978256     4.00000000     0.10000000     0.00018000     0.00041000     0.06350410   185.28188371     0.86952628     1.00000000     0.10000000     0.00120000     0.00180000     0.00180000     0.00003296     0.00120000     0.00180000     0.02000000     0.50000000     0.00574420   100.00000000     0.00000500     0.00100000
