COFI=	0.37	0.337
      fOBJ            LF0             r0            VP1            VP2             VM            KP1            KP2             KM           Qmax            Kba           Kdes             rE            pEP           fpEM             fD             gD             Vg          alpha             KD             Yg           Ygsl           wdie          gamma           beta          WPA2D            tau          wdorm        VNup_MB       KsNH4_MB       KsNO3_MB           Vnit         Vdenit            YgN
 0.342         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.14932885     2.69389936     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.343         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.56080462     3.32688189     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.355         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.20648022     3.87872612     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16647376     3.13877365     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.15724884     3.14736811     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16901299     3.17743219     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.17102769     3.07738680     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16181566     3.18301094     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16392674     3.05386442     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16363637     3.19153387     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.15717685     3.18496739     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.14932885     3.05008467     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.15769915     3.18969711     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.15626462     3.02868750     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.18240906     3.10747447     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.17814046     3.07994458     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.17995093     3.08435820     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16015190     3.02315109     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.18607043     3.17594624     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16315111     3.21133804     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16384864     3.02047171     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.14932885     3.01544915     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.18744622     3.21675795     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.17534846     3.02665756     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.19552925     3.20913977     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.338         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16317503     2.91926883     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.341         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16603355     2.76896948     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.341         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16393227     2.75167703     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.343         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.56080462     3.32688189     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16647376     3.13877365     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16466422     3.14514185     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16142518     3.09078668     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16216748     3.14575280     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16487041     3.15221001     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16871800     3.15365398     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16229322     3.08113451     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.17026562     3.14933056     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.17156521     3.12400531     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16053067     3.07625772     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.17112387     3.10957839     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.15724884     3.14736811     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.15590751     3.14477050     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.17024288     3.08917333     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16901299     3.17743219     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.17046222     3.08295067     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.17102769     3.07738680     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16392674     3.05386442     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.15003449     3.06174997     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.17451587     3.08162602     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.14932885     3.05008467     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.17995093     3.08435820     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.18744622     3.21675795     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16179346     3.27194771     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.338         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16767462     3.29212001     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.338         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16317503     2.91926883     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16382836     3.10642234     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16247274     3.10373613     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.15984649     3.11865375     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16721281     3.12030678     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16707314     3.13234658     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16698015     3.11231344     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16647376     3.13877365     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.15924666     3.12664313     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16719735     3.10960075     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.15826339     3.10143916     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16300367     3.09428246     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16616210     3.14328218     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16466422     3.14514185     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
