COFI=	0.37	0.337
      fOBJ            LF0             r0            VP1            VP2             VM            KP1            KP2             KM           Qmax            Kba           Kdes             rE            pEP           fpEM             fD             gD             Vg          alpha             KD             Yg           Ygsl           wdie          gamma           beta          WPA2D            tau          wdorm        VNup_MB       KsNH4_MB       KsNO3_MB           Vnit         Vdenit            YgN
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16037300     3.12619023     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.15927028     3.11667760     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16627125     3.13696094     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16378640     3.09963869     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16035983     3.13210095     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16840512     3.12486067     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16153125     3.14968788     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.15955707     3.07492095     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16268540     3.12212212     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16310186     3.12335297     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16173940     3.11563909     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16274436     3.11183784     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16169306     3.11624919     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16367496     3.11355575     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16161093     3.11458086     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16460765     3.12131264     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16430289     3.11530821     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16321193     3.11101853     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16266749     3.12534244     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16216629     3.12379349     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16428765     3.12620879     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16371699     3.12701267     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16130875     3.11097134     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16340298     3.10933336     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16274333     3.12777919     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16148069     3.12290620     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16424165     3.11053716     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16520176     3.12788050     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16552462     3.11704419     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16061131     3.10873950     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16028891     3.11494913     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.15905935     3.11466646     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16360005     3.13796249     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16035983     3.13210095     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16323096     3.11637024     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16250575     3.11588010     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16359928     3.11734625     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16320954     3.12168159     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16278398     3.12117813     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16319169     3.11499306     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16304851     3.11465831     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16229832     3.11569473     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16370294     3.11693769     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16249516     3.12046063     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16266176     3.12127030     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16398315     3.12040432     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16268540     3.12212212     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16404448     3.11788804     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16310186     3.12335297     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16193359     3.11559220     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16340187     3.11392071     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16428865     3.11954221     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16173940     3.11563909     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16211299     3.11237108     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16274436     3.11183784     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16460765     3.12131264     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16318702     3.12638191     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16329309     3.10959189     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16327771     3.12797478     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16035983     3.13210095     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16335092     3.11899664     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16299573     3.11676981     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16312726     3.11687582     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16295949     3.11985066     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16321663     3.12034841     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16296497     3.12017164     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16326474     3.12047271     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
 0.337         0.77785145     0.98664296     2.00000000     2.00000000     2.00000000    62.00000000     6.00000000   492.00000000     3.60000000     9.10000000     0.00400000     0.00014391     0.00142524     0.54785112     0.10512833     0.01113751     0.02207945     0.14541907     0.31584033     0.21145464     0.01000000     4.49685918     3.04855119     0.00100000     0.46000000     0.16261167     3.11682363     0.02249371     0.00049328     0.00964434     0.00488302     0.01375986     1.00000000
